date,state,count,amount,registeredUsers,date_id
2021-03-01,21,3941396,10406861028.904852,361749,1155
2021-03-01,22,1097731,2769000451.527974,223065,1155
2021-03-01,23,478529,1473748650.2119527,100647,1155
2021-03-01,24,1356792,3987416848.0054426,241797,1155
2021-03-01,25,177362674,303780718933.03253,10652490,1155
2021-03-01,26,5121726,8729974431.014471,396609,1155
2021-03-01,27,42533489,85992560840.61194,6434862,1155
2021-03-01,28,400284753,710511328542.4834,20499465,1155
2021-03-01,29,1160594,2989336863.808392,184693,1155
2021-03-01,30,204357404,365207323053.9276,19127440,1155
2021-03-01,31,622886768,1178289126292.2603,19615278,1155
2021-03-01,32,2081200,4364133768.18148,509929,1155
2021-03-01,33,306543384,557080841279.9292,34151882,1155
2021-03-01,34,31042284,50527496783.564224,3233509,1155
2021-03-01,35,181712988,362457066256.5122,19323278,1155
2021-04-01,0,636123,1932610101.3236575,71780,1186
2021-04-01,1,522254003,1156264447083.991,22489029,1186
2021-04-01,2,2390598,6943510352.611342,314944,1186
2021-04-01,3,46020361,104184967893.2152,4209591,1186
2021-04-01,4,245126945,519371614068.7628,17335981,1186
2021-04-01,5,7898903,14373583510.61845,512092,1186
2021-04-01,6,84717494,136399110518.81271,5565481,1186
2021-04-01,7,4157085,5565839386.330661,398963,1186
2021-04-01,8,292683359,488695314062.39105,12785127,1186
2021-04-01,9,11088759,18627257115.86965,697178,1186
2021-04-01,10,182987325,342382580053.6269,18139201,1186
2021-04-01,11,169686975,309240599300.46045,12116439,1186
2021-04-01,12,14666864,26136220500.62576,2013747,1186
2021-04-01,13,16790628,38926237425.77166,1456810,1186
2021-04-01,14,96009042,166017119003.70563,6596196,1186
2021-04-01,15,931725438,1375471324349.8762,29459646,1186
2021-04-01,16,81823741,123342136943.36359,8473810,1186
2021-04-01,17,630187,2153535138.780269,87057,1186
2021-04-01,18,15470,50998185.528381005,5638,1186
2021-04-01,19,404308084,656887492404.5118,18456243,1186
2021-04-01,20,1010731502,1475358473128.516,45482506,1186
2021-04-01,21,4687439,12658472038.211826,387746,1186
2021-04-01,22,1440193,3848765400.186154,240268,1186
2021-04-01,23,553329,1770665741.5230427,108405,1186
2021-04-01,24,1631483,4939083784.136478,259990,1186
2021-04-01,25,233925366,385251049689.9211,11399235,1186
2021-04-01,26,6368810,10423651801.230515,423167,1186
2021-04-01,27,52359360,110710126241.99988,6880103,1186
2021-04-01,28,487621597,903934418544.3195,21977202,1186
2021-04-01,29,1584345,4196783261.635808,197407,1186
2021-04-01,30,259155976,443723952594.8034,20433142,1186
2021-04-01,31,775989773,1463758189500.9138,20917649,1186
2021-04-01,32,2520693,5496929464.299446,546292,1186
2021-04-01,33,406157932,773890970072.224,36617655,1186
2021-04-01,34,40361280,66148108159.42099,3460015,1186
2021-04-01,35,225029560,462218037262.09717,20644527,1186
2022-01-01,0,794748,2129030202.0751665,76288,1461
2022-01-01,1,582603911,1294320646554.8677,23857951,1461
2022-01-01,2,2804068,7828091628.087355,335339,1461
2022-01-01,3,58889886,132280437892.70291,4492589,1461
2022-01-01,4,284390434,611411695731.1445,18484658,1461
2022-01-01,5,8600491,15174991549.84,541549,1461
2022-01-01,6,97413292,157847045454.8356,5916961,1461
2022-01-01,7,4802803,6237048367.26239,424570,1461
2022-01-01,8,330999861,536964920836.28876,13539197,1461
2022-01-01,9,12214098,19816445402.846107,738628,1461
2022-01-01,10,210547146,392548092253.5491,19265314,1461
2022-01-01,11,191988609,341304042652.7774,12866988,1461
2022-01-01,12,16088180,26518447439.93283,2143483,1461
2022-01-01,13,16245311,33147863626.159058,1549320,1461
2022-01-01,14,110911210,194700207087.1677,7025275,1461
2022-01-01,15,1057855407,1566649488305.8718,31200349,1461
2022-01-01,16,95280965,139988942464.69424,8972299,1461
2022-01-01,17,630015,2025040918.8422086,92492,1461
2022-01-01,18,16397,54939432.65393007,5990,1461
2022-01-01,19,472703058,747665139599.638,19656147,1461
2022-01-01,20,1169506438,1681399273981.1199,48227630,1461
2022-01-01,21,5313679,14144501078.373798,411900,1461
2022-01-01,22,1674750,4662338331.331891,255839,1461
2022-01-01,23,604917,1945158963.6112444,115295,1461
2022-01-01,24,1925952,5544951708.895752,276483,1461
2022-01-01,25,263633499,451227311779.82355,12124779,1461
2022-01-01,26,7359176,12083474905.38666,448051,1461
2022-01-01,27,57758302,118389978105.96317,7302726,1461
2022-01-01,28,564962220,1022050180980.1287,23398857,1461
2022-01-01,29,1744302,4367431275.863421,209616,1461
2022-01-01,30,294573150,512789201600.6298,21667020,1461
2022-01-01,31,886453385,1670638169828.98,22150612,1461
2022-01-01,32,2871190,6247329764.349846,582124,1461
2022-01-01,33,473953246,883123174117.0206,38999692,1461
2022-01-01,34,44560772,70978782500.07466,3674829,1461
2022-01-01,35,260505092,551426663209.5637,21919787,1461
